,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,Pass
830,830,30298,2022-BAQW2R,{ท่อระบายน้ำ},"เขตพระโขนง,ฝ่ายโยธา เขตพระโขนง,ผอ.เขตพระโขนง (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ฝาท่อเกยขึ้นมาเยอะมาก,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/463b21a734e52b1d9da142482c42be227dc97f72.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d28494658afd00cf53b12779a6e2900e50ae4ffa.jpg,"100.60628,13.69952",96 ซ.พึ่งมีถ.สุขุมวิท 93 อ่อนนุช 88 พระโขนง กรุงเทพมหานคร 10260 แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,บางจาก,พระโขนง,กรุงเทพมหานคร,2022-06-16 02:59:22.03271+00,เสร็จสิ้น,3.0,1,2022-09-13 06:17:11.646746+00,1.0
859,859,31462,2022-86TG3F,{ท่อระบายน้ำ},"เขตบางกอกใหญ่,ผอ.เขตบางกอกใหญ่ (นายสมหวัง),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ฝาท่อแตก และน้ำไม่ลง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/af804962629ce39ccc63e34ca2c93fc6e27036c7.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/70613929ef804a0a95f78c71cb860e172214a51e.jpg,"100.48729,13.73807",109 ถนน อิสรภาพ แขวง วัดอรุณ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600 ประเทศไทย,วัดอรุณ,บางกอกใหญ่,กรุงเทพมหานคร,2022-06-16 11:23:27.462396+00,เสร็จสิ้น,4.0,1,2022-09-13 07:51:49.030674+00,1.0
864,864,31546,2022-L29K46,{ท่อระบายน้ำ},"เขตพระโขนง,ฝ่ายโยธา เขตพระโขนง,ผอ.เขตพระโขนง (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ท่อยุบลงไปเป็นเกือบทั้งซอยสุขุมวิท93 ตั้งแต่ ปากซอย ไปถึงท้ายซอยเลย ซอยแยกเช่น พึ่งมี1 พึ่งมี 11 พึ่งมี 29 ซอยพวกนั้นท่อก็เป็นหลุมลงไปค่ะ รถช่วงล่างเสียหายเพราะท่อในซอยสุขุมวิท 93เลยค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/0b88a69720722b80c6c11dcc67ad29a2d1c4b8a0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/66b0da5637b95ecc153717703857ea95fe47b0df.jpg,"100.60649,13.69955",152 ซอย สุขุมวิท 93 แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,บางจาก,พระโขนง,กรุงเทพมหานคร,2022-06-16 11:46:56.975938+00,เสร็จสิ้น,,0,2022-06-22 03:14:02.918778+00,1.0
891,891,32641,2022-NBVK37,"{ท่อระบายน้ำ,ความปลอดภัย}","กลุ่มงานระบายน้ำ V.2 เขตสายไหม,เขตสายไหม,ฝ่ายโยธา เขตสายไหม,ผอ.เขตสายไหม (นายสมบัติ),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ต้องการฝาท่อคะ ขอมานานแล้ว หน้าบ้านฝาท่อเคยเป็นตะแกรงเหล็กมันผุ  ก็เลยไปขอแผ่นเหล็กมาปิดไว้ก่อนแต่แผ่นเหล็กก็ไม่ปลอดภัย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8bee78bcecc1b552749ca4c5a7a0a2510211888d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/362a2f00f8d1467021a405834968d8d5f8bc3504.jpg,"100.64185,13.91843",120/101 ซอย หมู่บ้านอัมรินทร์นิเวศน์ 3 แขวง สายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,สายไหม,สายไหม,กรุงเทพมหานคร,2022-06-17 00:43:15.772205+00,เสร็จสิ้น,2.0,0,2022-12-16 06:08:27.913331+00,1.0
893,893,32727,2022-F94FZM,{ท่อระบายน้ำ},"เขตจอมทอง,ฝ่ายโยธา เขตจอมทอง,ผอ.เขตจอมทอง (นายณัฐพงษ์),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ฝาท่อระบายน้ำยุบตัวบริเวณ ปากซอยสุขสวัสดิ์ 14,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/034ce2d40d48ccc12c446391c15d0b90db9b4d91.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/59aec4b0a97b3aa196423f794aa4ce945f9bd228.jpg,"100.48419,13.68751",220 ถ. สุขสวัสดิ์ แขวงจอมทอง เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,จอมทอง,จอมทอง,กรุงเทพมหานคร,2022-06-17 01:23:46.186367+00,เสร็จสิ้น,3.0,0,2022-07-06 06:08:27.933999+00,1.0
921,921,33452,2022-W2XE9G,"{ถนน,ท่อระบายน้ำ}","กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตสวนหลวง,สำนักการโยธา กทม.,ฝ่ายโยธา เขตสวนหลวง,สำนักการระบายน้ำ กทม.",บริเวณฝาท่อตรงถนน ไม่เสมอกันกับถนนครับ ส่งผลให้รถมอเตอร์ไซค์เวลาขับแล้วเกิดอุบัติเหตุเสียหลักล้มได้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6e5843cb8322be3631785dcd3060987d841e0bc6.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1677198612840.jpeg,"100.60008,13.74045",1212 ถ. สุขุมวิท 71 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-06-17 06:58:29.597486+00,เสร็จสิ้น,3.0,0,2023-02-24 00:30:15.664945+00,1.0
926,926,33645,2022-3VZ3MP,{ท่อระบายน้ำ},"เขตสวนหลวง,ฝ่ายโยธา เขตสวนหลวง,สำนักการโยธา กทม.,ผอ.เขตสวนหลวง (นายบัญชา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",แจ้งซ่อมฝาท่อชำรุด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/998626663ec167eeccdc4737a6dd21a0ef7eafad.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2efb02a8cc781b45cabf64b69cf0358b590c42cc.jpg,"100.61763,13.73663",177 ซ.พัฒนา​การ 13 ถ. พัฒนาการ แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-06-17 08:43:31.042978+00,เสร็จสิ้น,5.0,0,2023-02-07 06:36:31.461714+00,1.0
945,945,34066,2022-MHFHAP,{ท่อระบายน้ำ},"เขตบางกอกใหญ่,ผอ.เขตบางกอกใหญ่ (นายสมหวัง),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ฝาท่อระบายน้ำ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a5135a57150b8a49cc5f8cf9d0d13ba1b1fd4909.jpg,,"100.48005,13.74091",75/3 ถนน อิสรภาพ แขวง วัดท่าพระ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600 ประเทศไทย,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,2022-06-17 12:00:35.245643+00,เสร็จสิ้น,3.0,1,2022-07-20 02:45:04.772863+00,1.0
996,996,35880,2022-AB9GUL,"{ท่อระบายน้ำ,ความปลอดภัย}","กลุ่มงานโครงการก่อสร้างและบูรณะ ฝ่ายโยธา@ห้วยขวาง,เขตห้วยขวาง,ฝ่ายโยธา เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ฝาท่อในซอย.สบายใจ แยก2 เขตห้วยขวาง แขวงสามเสนนอกเป็นหลุมยุบลงไปและขยับได้ อันตรายต่อรถยนและมอไซ และคนเดิน อาจจะตกลงไปได้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/dd7a887c6dbb7f09c02035152db768c9d4a11b92.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/44fc357a625685b3d39ef1b32e1fcf6f78cfc978.jpg,"100.57762,13.79076",9 ซอย สบายใจ 13 แขวง สามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,2022-06-18 08:46:28.904538+00,เสร็จสิ้น,,0,2022-09-19 06:05:46.432883+00,1.0
1002,1002,36076,2022-KTEPF6,"{น้ำท่วม,ถนน,ท่อระบายน้ำ}","เขตบึงกุ่ม,ผอ.เขตบึงกุ่ม (นายสมพร),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ซอยนวมินทร์70 ตั้งแต่ปากซอย พบปัญหาถนนเป็นหลุมเป็นบ่อ ขรุขระ น้ำท่วมขังตลอดเวลา ถ้าฝนตกยิ่งท่วมหนัก  ฝาท่อก็เปิด เสี่ยงคนหรือรถตกลงไปมากๆค่ะ  คนในพื้นที่ลำบากมากๆ ปัญหาไม่ได้รับการแก้ไข  รบกวนให้หน่วยงานที่รับผิดชอบเข้ามาแก้ไขปัญหาดังกล่าวอย่างเร่งด่วนนนนนนนๆๆๆๆๆๆๆมากๆค่ะ /ขอบคุณค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d624ab8d108db96e8570e702f09e7b2a2a3c8c9d.jpg,,"100.65252,13.81171",189 ซอย นวมินทร์ 70 แขวง นวมินทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10240 ประเทศไทย,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,2022-06-18 10:49:05.42359+00,เสร็จสิ้น,4.0,0,2022-06-18 14:36:02.917015+00,1.0
1071,1071,39292,2022-GGTULM,{ท่อระบายน้ำ},"เขตบางเขน,ผอ.เขตบางเขน (น.ส.อัญชนา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",เมืเช้าแก้แล้วบ่ายพังอีก ฝาท่อแตกตรงแยกสัญจร,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/fcd672beb488aa183589650ce0bb5d3b97baaa0d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ff5e3c19b304e24563e1c899ee1722b68b76ca5f.jpg,"100.63222,13.86312",249 สุขาภิบาล 5 ซอย 6 แขวง ท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,2022-06-20 07:48:39.951986+00,เสร็จสิ้น,5.0,0,2022-06-20 10:37:28.253729+00,1.0
1076,1076,39449,2022-D6TL7M,{ท่อระบายน้ำ},"เขตดินแดง,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ฝาท่อระบายน้ำชำรุด ยุบตัว,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/bc1c7893a2e1068b89caedfe3f011d002f4801fc.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/db03b90606a2c4abc9fa019a0bbce87f0fdde637.jpg,"100.56166,13.77443",24/3 ถนน ประชาสงเคราะห์ แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,2022-06-20 09:20:24.247941+00,เสร็จสิ้น,5.0,0,2022-06-22 08:24:13.932394+00,1.0
1110,1110,40204,2022-4LMWM8,{ท่อระบายน้ำ},"สำนักระบายน้ำ,กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,สำนักการระบายน้ำ กทม.,เขตสาทร,กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร),ผอ.เขตสาทร (นายชาติชาย),ฝ่ายโยธา เขตสาทร",ฝาท่ออยู่เตี้ยกว่าพื้นถนนหลายซม.,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c8489c6db1be7f6c9c1ffe5febecedc9216a3366.jpg,,"100.52678,13.71124",280 ซอย จันทน์ 18/7 แขวง ทุ่งวัดดอน เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,2022-06-20 14:17:01.07547+00,รอรับเรื่อง,,0,2022-12-08 06:33:22.394045+00,1.0
1119,1119,40535,2022-FNQEDY,{ท่อระบายน้ำ},"ยังไม่มีหน่วยงานรับผิดชอบ,เขตวังทองหลาง,ฝ่ายโยธา เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)","ฝาท่อระบายน้ำยังไม่ได้รับการแก้ไข ภายในซอยลาดพร้าว122แยก26
(บุญนา2)",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/603daede78662373a746720a3011e4b1d7cf5714.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4c5d689871fdbec60fb96739ccc92f97327e7a0a.png,"100.62275,13.76427",274/13 ลาดพร้าว แขวง พลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10312 ประเทศไทย,พลับพลา,วังทองหลาง,กรุงเทพมหานคร,2022-06-20 19:11:36.675603+00,เสร็จสิ้น,5.0,1,2022-10-24 16:25:43.537399+00,1.0
1130,1130,40895,2022-7UVC9N,"{ท่อระบายน้ำ,ถนน}","เขตราชเทวี,ผอ.เขตราชเทวี (นายกรณิศ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ฝาท่อในซอยวัฒนโยธิน ถนนรางน้ำ แขวงถนนพญาไท เขตราชเทวี ชำรุด เวลารถยนต์เหยียบฝาท่อ จะมีเสียงกระแทกที่ดังมาก ๆ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/194efd9f44773574ccf259c602a9be314eec6d98.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/d42daf51d71301b0e89f9380c718a3de8021f9aa.jpg,"100.53830,13.76101",21/27 ถนน รางน้ำ แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,2022-06-21 01:26:21.369642+00,เสร็จสิ้น,5.0,0,2022-07-30 12:31:19.202377+00,1.0
1153,1153,41755,2022-34D2VG,{ท่อระบายน้ำ},"บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),เขตธนบุรี,ผอ.เขตธนบุรี (ว่าที่ ร.ต.เดชาธร),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ฝาท่อชำรุด เสียหาย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ecdc273ca02ad54b4ad0ae3e1a1d06ab5c515002.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2e69c85c96ddac6f5c476289de50f7e712bd7d95.jpg,"100.49040,13.70584",59 ถ. เจริญนคร แขวง สำเหร่ เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,สำเหร่,ธนบุรี,กรุงเทพมหานคร,2022-06-21 06:37:51.6231+00,เสร็จสิ้น,5.0,0,2022-06-22 08:53:54.418934+00,1.0
1162,1162,42180,2022-H4A9QW,{ท่อระบายน้ำ},"เขตคันนายาว,ฝ่ายโยธา เขตคันนายาว,ผอ.เขตคันนายาว (นายนพ),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)","ฝาท่อระบายน้ำทรุดตัว ต่ำกว่าผิวถนนประมาณ 10 เซนติเมตร เกรงว่าอาจจะพัง หรือทำให้รถที่วิ่งผ่านเสียหาย

จุดเกิดเหตุ หน้าบ้านเลขที่ 22 ซ.นวมินทร์ 74 แยก 3-5 ถ.นวมินทร์ แขวงรามอินทรา เขตคันนายาว (มีอีกหลายฝาท่อในซอยนี้ที่ระดับต่ำกว่าผิวถนน)",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/63676bc3ed73dfabaa96c72cfa2ef4c469daaf67.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/02ba3fc131798d4cebd3b478c52c8b94a4593d43.jpg,"100.66320,13.81792",22 นวมินทร์ 74 แยก 3-5 แขวง รามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,รามอินทรา,คันนายาว,กรุงเทพมหานคร,2022-06-21 09:28:50.965783+00,เสร็จสิ้น,4.0,0,2022-06-22 10:00:21.463307+00,1.0
1164,1164,42238,2022-HTVWNE,"{ท่อระบายน้ำ,ถนน}","บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),ฝ่ายโยธา เขตวังทองหลาง,กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.,สำนักการโยธา กทม.,เขตวังทองหลาง,กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร),การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),ผอ.เขตวังทองหลาง (นายโครงการ)",ถนนเป็นหลุมตรงฝาท่อ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d1dfe21fb116fb6bfb036bbd25f24e99208b7fa5.jpg,,"100.60772,13.78759",302/42 ซอย ลาดพร้าว 71 แขวง คลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,สะพานสอง,วังทองหลาง,กรุงเทพมหานคร,2022-06-21 09:56:56.979966+00,กำลังดำเนินการ,,0,2023-05-30 06:30:23.578891+00,1.0
1172,1172,42440,2022-9QDW8Z,"{ท่อระบายน้ำ,ถนน,ความปลอดภัย}","บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),เขตดินแดง,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ฝาท่อโลหะ ปากซอยอยู่เจริญ ฝั่งถนนอโศก-ดินแดง ยุบตัวเป็นหลุมลึก อันตรายต่อรถยนต์และคนเดิน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1d0f55150983ec0a30964547f1037a49ec09d7fc.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/a4f10f804aaea5564448d6094d4e9091371c8b8e.jpg,"100.56372,13.75628",42 ถนน ดินแดง แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,2022-06-21 11:09:55.845657+00,เสร็จสิ้น,4.0,0,2022-07-12 03:13:24.531271+00,1.0
1215,1215,44182,2022-NXFR6P,{ท่อระบายน้ำ},"เขตจตุจักร,สำนักการระบายน้ำ กทม.,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ปูนรอบตะแกรงท่อระบายน้ำแตกกระเทาะเป็นช่องใหญ่ ปากซอยลาดพร้าว36,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/996f7aa874ff3760f7ca6c24456a5da27533981d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/409f76363bf1f8d2e54f6713687906185bb9b31f.jpg,"100.57790,13.80355",5 ซอย ลาดพร้าว 38 แขวง จันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,2022-06-22 06:15:04.115321+00,เสร็จสิ้น,4.0,0,2023-02-15 02:50:53.972521+00,1.0
1277,1277,46075,2022-8ZPPDF,{ท่อระบายน้ำ},"เขตประเวศ,ฝ่ายโยธา เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)","แจ้งปัญหาฝาท่อซอยอ่อนนุช 70/1 ครับ
ฝาท่อไม่มีเป็นแค่แผ่นเหล็กปิดไว้บางวันก็เปิดแง้มๆ แล้วรถวิ่งผ่านเสี่ยงต่อการตกท่อครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b12fd069e7f3bf1d5fad6cc1b025b6c33b277e0f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/b86606f710366a113d6b7490fa771284698bc508.jpg,"100.65780,13.71319",บ้านเลขที่ 179 191 ซอย อ่อนนุช 70/1 แขวง ประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ประเวศ,ประเวศ,กรุงเทพมหานคร,2022-06-22 23:15:52.989497+00,เสร็จสิ้น,5.0,0,2022-07-05 10:51:42.863467+00,1.0
1278,1278,46136,2022-N3F822,{ท่อระบายน้ำ},"เขตจตุจักร,สำนักการโยธา กทม.,ฝ่ายโยธา เขตจตุจักร,สำนักการระบายน้ำ กทม.,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ฝาท่อเป็นรู ปากซอยลาดพร้าว 36,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d3540d999b9218422000131065c28c4518604754.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/d3f9a6163e7acf4f8f290a50e56d9bef6e1df87f.jpg,"100.57795,13.80345",ก่อนแยกภาวนา แขวง จันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,2022-06-22 23:55:12.290206+00,เสร็จสิ้น,,0,2023-02-15 04:38:01.07661+00,1.0
1287,1287,46413,2022-H693VK,"{ท่อระบายน้ำ,ถนน}","เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ),ฝ่ายโยธา เขตหลักสี่",ถนน และฝาท่อไม่ดีค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d1b9a130fed88d5ab3aa02a0f1f5e92a55642e67.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1677048839949.jpeg,"100.58675,13.88110",349 ถ. แจ้งวัฒนะ แขวง ตลาดบางเขน เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,2022-06-23 01:48:37.418831+00,เสร็จสิ้น,2.0,1,2023-02-22 06:54:02.996191+00,1.0
1290,1290,46450,2022-8U74FG,{ท่อระบายน้ำ},"บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),เขตจตุจักร,สำนักการโยธา กทม.,การไฟฟ้านครหลวง MEA,การไฟฟ้านครหลวง เขตบางเขน,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,รองปลัดฯ นายณรงค์ เรืองศรี",ฝาท่อจะกระดกแล้วครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f976a4f6bb65746ea4c3d9090977f1929dc274aa.jpg,,"100.57227,13.83430",1941 ซอย พหลโยธิน 39 แขวง ลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,ลาดยาว,จตุจักร,กรุงเทพมหานคร,2022-06-23 02:00:01.063504+00,กำลังดำเนินการ,,0,2024-01-29 02:46:26.242918+00,1.0
1305,1305,46803,2022-P9BA3V,"{ท่อระบายน้ำ,ถนน}","บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),เขตดินแดง,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)","ฝาท่อชำรุด
หน้าปากซอยอยู่เจริญ (ติดถนนพระราม9)",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/10635e0ab59741c17caffbd2c566d04ac734767e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/09ab933cbe66899ea7be8c548550f8d143d9c834.jpg,"100.56373,13.75633",42 ถนน ดินแดง แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,2022-06-23 04:34:51.262509+00,เสร็จสิ้น,,0,2022-07-12 03:13:44.860951+00,1.0
1321,1321,47238,2022-3CPXN8,"{ท่อระบายน้ำ,ถนน}","เขตวังทองหลาง,ฝ่ายโยธา เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)","ฝาท่อทำให้พื้นเป็นหลุมลึกบนถนนอินทราภรณ์ตลอดทั้งเส้น เป็นอุปสรรคต่อการขับขี่รถยนต์และจักรยานยนต์

ตำแหน่ง: ถนนอินทราภรณ์ แขวงพลับพลา เขตวังทองหลาง",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ad77f5a21d16832361337dd1d02ba5e91ec930ac.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1675764016327.jpeg,"100.61280,13.77274",1139 ถ. อินทราภรณ์ แขวง พลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10312 ประเทศไทย,พลับพลา,วังทองหลาง,กรุงเทพมหานคร,2022-06-23 08:02:41.896484+00,เสร็จสิ้น,,0,2023-02-07 10:00:18.1541+00,1.0
1343,1343,48169,2022-LQ34HC,{ท่อระบายน้ำ},"กรมทางหลวง,เขตจตุจักร",ฝาท่อไม่เรียบสนิทครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b79993a756a20cefaed0f7ba8ab27aa82a30ffad.jpg,,"100.55989,13.81194",324 ถนน วิภาวดีรังสิต แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จอมพล,จตุจักร,กรุงเทพมหานคร,2022-06-23 14:51:43.902925+00,รอรับเรื่อง,,0,2022-06-23 23:00:51.516066+00,1.0
1347,1347,48345,2022-HEMFKU,"{ท่อระบายน้ำ,ถนน}","เขตบางขุนเทียน,สำนักการโยธา กทม.,กรมทางหลวง","ฝาท่อ 2 ฝา กลางถนน และเป็นหลุมลึก
ทำให้รถมอไซค์อาจเกิดอุบัติเหตุได้",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/0a758924f2cef7fb8bbec2683501a1ccc7791bd8.jpg,,"100.43269,13.65870",48/2 ถ. พระรามที่ 2 แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2022-06-23 17:36:46.229904+00,กำลังดำเนินการ,,0,2022-07-31 16:25:19.690187+00,1.0
