,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,Pass
1352,1352,48530,2022-D9K4GM,{ท่อระบายน้ำ},"กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตประเวศ,สำนักการโยธา กทม.,สำนักการระบายน้ำ กทม.,ฝ่ายโยธา เขตประเวศ",ตะแกรงเหล็กปิดท่อระบายน้ำทรุดตัว,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/03ef4948951b59f55f0f5e256d11e0caa900d22f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-03/1680062007894.jpeg,"100.67310,13.68136",166 เฉลิมพระเกียรติ ร.9 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ดอกไม้,ประเวศ,กรุงเทพมหานคร,2022-06-24 00:43:29.943495+00,เสร็จสิ้น,,0,2023-03-29 03:53:49.417537+00,1.0
1365,1365,49018,2022-9DBCUK,"{ท่อระบายน้ำ,ถนน,ความปลอดภัย}","เขตประเวศ,ฝ่ายโยธา เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ถนนเฉลิมพระเกียรติ 28 เขตประเวศ ฝาท่อชำรุด บ้างฝามีการทรุดตัว ทั้งเส้น อันตรายต่อผู้สัญจร,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3f13b2efb68c86138d8ab4a4eff01c557fff3327.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/02b20f4a93c917c7906bc52f030be0258d354f63.jpg,"100.66779,13.68496",11 ถนน เฉลิมพระเกียรติ ร. 9 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-06-24 04:34:37.826243+00,เสร็จสิ้น,,0,2022-08-26 08:35:04.489362+00,1.0
1367,1367,49057,2022-BMT24M,"{ท่อระบายน้ำ,ถนน,ความปลอดภัย}","เขตหลักสี่,สำนักการโยธา กทม.,กรมทางหลวง","ถนนแจ้งวัฒนะ โดยเฉพาะฝั่งมุ่งหน้าไปหลักสี่ สภาพถนนแย่มาก ไม่ว่าจะเป็นเศษหิน ฝาท่อ หลุ่ม หรือผิวถนนที่เสียหายครับ

ทำให้เกิดอันตรายต่อผู้ขับขี่และความเสียหายต่อทรัพย์สิน เช่นการเสื่อมสภาพของช่วงล่างและหินกระเด็นใส่ตัวรถครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/fcd21ef62abf85582595585c58003adc4d0c13fe.jpg,,"100.57018,13.88973",6/101-416 ถ. แจ้งวัฒนะ แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,2022-06-24 04:58:48.734248+00,กำลังดำเนินการ,,0,2022-07-01 11:07:04.485913+00,1.0
1392,1392,49649,2022-KQ89CR,"{ท่อระบายน้ำ,ถนน,ความปลอดภัย}","กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตบางกอกใหญ่,สำนักการระบายน้ำ กทม.,ผอ.เขตบางกอกใหญ่ (นายสมหวัง),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ฝาท่อกลางถนนไม่เสมอผิวถนน ค่อนข้างอันตราย ถนนจรัญสนิทวงศ์ เลยอยกท่าพระมานิดหน่อยค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3bc961de357edf6a91e5f64716215401a915c5de.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-01/aecd5bc2e82cc174dd8001a100fc322900d2f36e.png,"100.47312,13.73129",19/4 ซอย คริสตจักร แขวง วัดท่าพระ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600 ประเทศไทย,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,2022-06-24 10:30:12.668272+00,เสร็จสิ้น,,0,2023-01-27 08:47:18.133679+00,1.0
1397,1397,49728,2022-FNCZTV,{ท่อระบายน้ำ},"กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตบางคอแหลม,ฝ่ายโยธา เขตบางคอแหลม,สำนักการโยธา กทม.,สำนักการระบายน้ำ กทม.",ฝาบ่อท่อระบายน้ำยุบลงไป 5-10 cm จากพื้นถนน ตลอดทางจำนวน 7-10 จุด หน้ามัสยิดบาหยัน รบกวนแก้ไขด้วยครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9b922e467839d178b1388d621566c7b88d0b5a7a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/949bb9eff445cd05aff3eae75079ade7d7902de6.jpg,"100.51047,13.70934",1957 ถ. เจริญกรุง แขวง วัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,วัดพระยาไกร,บางคอแหลม,กรุงเทพมหานคร,2022-06-24 11:03:26.841787+00,กำลังดำเนินการ,,0,2022-09-09 03:00:47.178114+00,1.0
1414,1414,50326,2022-LHRM8M,{ท่อระบายน้ำ},"กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตปทุมวัน,สำนักการระบายน้ำ กทม.","อยากจะแจ้งเรื่องกินเหม็นในท่อระบายน้ำแถวเขตปทุมวันค่ะ แถวสยาม
คือค่อนข้างแรงมากๆเลยค่ะ ขนาดใส่แมสยังได้กลิ่นเลย",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7ab965d8b10252bc1730901f1d76bb4ac04e2701.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/1698378498425.jpeg,"100.53339,13.74483",Unit #SS 6002 - 6003 388 ถนน พระรามที่ ๑ แขวง ปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ปทุมวัน,ปทุมวัน,กรุงเทพมหานคร,2022-06-24 15:25:35.462369+00,เสร็จสิ้น,,0,2023-10-27 03:48:20.793645+00,1.0
1416,1416,50469,2022-N7CBLP,{ท่อระบายน้ำ},"ทศท,กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,ฝ่ายโยธา เขตพระนคร,ผอ.เขตพระนคร (นายสัมฤทธิ์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร),สำนักการระบายน้ำ กทม.,เขตพระนคร",ตรงทางเลี้ยวตรงแยกบางขุนพรหมครับ  เป็นหลุมตรงฝาท่อ ถ้าเลี้ยวมาล้มได้เลยครับ ล้อรถมอไซจะตกลงบนหลุมครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4207e617ffc0811c1ed758cfd35de0fe83f8aa52.jpg,,"100.50131,13.76688",1 Wisut Kasat แขวง บางขุนพรหม เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,บางขุนพรหม,พระนคร,กรุงเทพมหานคร,2022-06-24 16:33:36.779629+00,กำลังดำเนินการ,,0,2023-12-13 12:38:54.437777+00,1.0
1428,1428,50804,2022-DHHNUP,"{ท่อระบายน้ำ,ถนน}","เขตบางนา,สำนักการโยธา กทม.,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.",สวัสดีค่ะ ถนนบนฝาท่อไม่เรียบร้อย อาจทำให้มอเตอร์ไซค์เกิดอุบัติเหตุค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b3654ec792b9aaa3a0a942703f8d3c67a31b1c08.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1677569626653.jpeg,"100.61423,13.68433",120/85 ซอย วชิรธรรมสาธิต 12 แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนาเหนือ,บางนา,กรุงเทพมหานคร,2022-06-25 01:56:26.008307+00,เสร็จสิ้น,3.0,0,2023-02-28 07:33:48.99077+00,1.0
1439,1439,51355,2022-AZEDKL,{ท่อระบายน้ำ},"เขตสวนหลวง,ฝ่ายโยธา เขตสวนหลวง,ผอ.เขตสวนหลวง (นายบัญชา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ฝาท่อพัง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/43bee61b56f7966e2fb686feea1876d18c6a363e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/594248fd37e5789bfdab226a7bc8cbdd1f74e389.jpg,"100.62396,13.74688",2 พระราม ที่ 9 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-06-25 05:37:05.905352+00,เสร็จสิ้น,,0,2023-02-07 07:36:50.846913+00,1.0
1441,1441,51444,2022-DGAEHQ,{ท่อระบายน้ำ},"เขตคลองเตย,ฝ่ายโยธา เขตคลองเตย,ผอ.เขตคลองเตย (นางเบญญา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ฝาท่อ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4c5e054ec455e87051b5742ab43cef9cca241533.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/15859133ff6bef4643e36d47fe97b3e717a7027a.jpg,"100.56673,13.72440",24 ถนนสุขุมวิท แขวง พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองตัน,คลองเตย,กรุงเทพมหานคร,2022-06-25 06:11:24.362511+00,เสร็จสิ้น,4.0,0,2022-06-27 01:16:53.031728+00,1.0
